Version,Power (hp),Consumption (l/100 km),Interior,Location,Registration city,Number of doors,Assembly,Source,Model,Body Type,Car documents,Title,Number of seats,Number of Owners,Price,URL,Color,Air Conditioning,Make,Year
1273,67.0,15.0,1,217,22,1,0,1,565,7,1,2547,5.0,3.0,1445000.0,4786,5,1,37,33
1026,67.0,15.0,1,217,22,1,1,1,411,7,1,1787,5.0,1.0,1150000.0,3186,12,1,35,54
475,67.0,15.0,1,217,22,1,1,1,137,7,1,525,4.0,2.0,2050000.0,790,1,1,15,39
951,67.0,15.0,1,217,22,1,1,1,137,7,1,566,5.0,1.0,3570000.0,948,7,1,15,53
1381,67.0,15.0,1,217,22,1,0,1,65,2,1,250,4.0,2.0,2990000.0,381,2,1,10,53
274,67.0,15.0,1,217,22,1,1,1,511,7,1,2223,4.0,2.0,2890000.0,4144,11,1,37,42
1416,67.0,15.0,1,217,22,1,1,1,172,7,1,785,5.0,4.0,2595000.0,1357,1,1,15,44
308,67.0,15.0,1,217,14,1,0,1,498,2,1,2146,4.0,2.0,3440000.0,4034,1,1,37,47
1743,67.0,15.0,1,217,22,1,1,1,411,2,1,1616,3.0,2.0,795000.0,2699,11,1,35,34
1743,67.0,15.0,1,217,22,1,1,1,203,4,1,891,7.0,2.0,3300000.0,1502,13,1,15,45
263,67.0,15.0,1,217,22,1,1,1,411,7,1,1630,5.0,2.0,1050000.0,2750,13,1,35,39
1743,67.0,15.0,1,217,22,1,0,1,411,2,1,322,5.0,2.0,1450000.0,473,13,1,11,54
1270,67.0,15.0,1,217,22,1,1,1,640,7,1,2806,5.0,2.0,5750000.0,1004,7,1,15,51
1318,67.0,15.0,1,217,18,1,1,1,163,7,1,711,5.0,2.0,1935000.0,1336,7,1,15,40
1142,67.0,15.0,1,217,22,1,1,1,457,7,1,2036,4.0,2.0,2175000.0,3835,7,1,35,50
710,67.0,15.0,1,217,22,1,1,1,522,7,1,2306,5.0,2.0,3050000.0,4349,4,1,37,46
1151,67.0,15.0,1,217,14,1,1,1,380,8,1,1420,5.0,2.0,2550000.0,2358,13,1,35,55
599,67.0,15.0,1,217,22,1,1,1,439,8,1,1925,4.0,3.0,985000.0,3568,7,1,35,46
1743,67.0,15.0,1,227,22,1,1,1,117,6,1,403,7.0,1.0,4100000.0,559,9,1,15,50
365,67.0,15.0,1,227,14,1,0,1,506,7,1,2183,5.0,2.0,7200000.0,4095,7,1,37,50
274,67.0,15.0,1,227,18,1,0,1,411,8,1,1646,5.0,2.0,1195000.0,2825,13,1,35,42
1743,67.0,15.0,1,227,22,1,0,1,411,2,1,1254,4.0,2.0,2450000.0,2004,9,1,28,54
1232,67.0,15.0,1,227,46,1,0,1,580,6,1,2609,5.0,1.0,6200000.0,4866,13,1,37,52
1743,67.0,15.0,1,227,14,1,0,1,657,7,1,2823,5.0,2.0,6200000.0,2121,11,1,21,54
421,67.0,15.0,1,227,22,1,1,1,260,6,1,1052,5.0,1.0,6800000.0,1743,2,1,21,53
348,67.0,15.0,1,227,35,1,1,1,258,6,1,1045,7.0,1.0,9200000.0,1733,7,1,21,55
1743,67.0,15.0,1,227,22,1,0,1,411,2,1,1646,5.0,2.0,1050000.0,2821,13,1,35,42
1733,67.0,15.0,1,227,29,1,1,1,436,8,1,1840,5.0,2.0,600000.0,3299,13,1,35,38
435,67.0,15.0,1,227,35,1,1,1,511,2,1,2252,4.0,1.0,5470000.0,4227,7,1,37,55
1688,67.0,15.0,1,227,22,1,0,1,608,8,1,2748,4.0,2.0,1950000.0,4685,12,1,37,43
1743,67.0,15.0,1,227,22,1,1,1,137,8,1,520,4.0,3.0,1160000.0,785,13,1,15,34
1743,67.0,15.0,1,227,35,1,1,1,158,7,1,699,5.0,1.0,9150000.0,1227,13,1,15,55
1743,67.0,15.0,0,227,22,1,1,1,436,2,1,1843,5.0,2.0,685000.0,3304,13,1,35,39
1743,67.0,20.0,2,227,22,1,0,1,507,7,1,2196,5.0,2.0,6800000.0,4112,13,1,37,46
1743,67.0,15.0,1,227,22,1,1,1,155,7,1,680,4.0,2.0,1540000.0,1176,1,1,15,38
31,67.0,15.0,1,227,35,1,1,1,27,7,1,425,4.0,2.0,4295000.0,590,13,1,15,54
1743,67.0,15.0,1,227,22,1,0,1,137,4,1,555,5.0,2.0,3375000.0,890,7,1,15,51
315,67.0,15.0,1,227,18,1,1,1,137,7,1,553,4.0,2.0,3400000.0,903,13,1,15,51
1673,67.0,15.0,1,227,22,1,1,1,411,2,1,1684,5.0,2.0,2825000.0,2644,13,1,35,54
1743,67.0,15.0,1,227,22,1,0,1,411,4,1,37,4.0,2.0,11500000.0,39,1,1,1,54
967,67.0,15.0,1,227,22,1,1,1,172,7,1,783,4.0,3.0,2669000.0,1355,1,1,15,44
1743,67.0,15.0,1,225,35,1,0,1,593,7,1,2691,4.0,2.0,4100000.0,5001,1,1,37,51
1743,67.0,15.0,1,225,22,1,0,1,505,7,1,2171,4.0,2.0,2450000.0,4079,13,1,37,40
119,67.0,15.0,1,225,14,1,1,1,152,7,1,662,5.0,2.0,5425000.0,1146,13,1,15,51
231,67.0,15.0,1,225,14,1,1,1,234,7,1,989,5.0,2.0,9500000.0,1654,13,1,16,54
333,67.0,15.0,1,225,22,1,0,1,275,6,1,1091,5.0,1.0,6795000.0,1853,13,1,24,55
1743,67.0,15.0,1,225,22,1,0,1,546,7,1,2444,5.0,3.0,950000.0,4648,7,1,37,21
1743,67.0,15.0,1,225,22,1,1,1,450,2,1,2006,4.0,2.0,2800000.0,3757,13,1,35,52
235,67.0,15.0,1,225,22,1,1,1,542,6,1,2422,7.0,2.0,7250000.0,4618,1,1,37,46
1743,67.0,15.0,1,225,18,1,1,1,217,4,0,934,5.0,2.0,1050000.0,999,9,1,15,33
1145,67.0,15.0,1,225,22,1,1,1,387,2,1,1456,4.0,1.0,2925000.0,2397,13,1,35,55
64,67.0,15.0,1,225,22,1,1,1,137,7,1,548,4.0,2.0,3900000.0,884,13,1,15,50
535,67.0,15.0,1,225,18,1,0,1,411,7,1,396,5.0,2.0,1970000.0,546,1,1,15,54
642,67.0,15.0,1,225,22,1,1,1,260,2,1,1061,5.0,2.0,7285000.0,1770,1,1,21,55
1227,67.0,15.0,1,225,46,1,0,1,580,6,1,2610,5.0,2.0,5925000.0,4869,13,1,37,52
105,67.0,15.0,1,225,22,1,1,1,511,7,1,2243,5.0,2.0,5700000.0,4201,13,1,37,52
1021,67.0,15.0,1,225,9,1,1,1,411,2,1,1558,4.0,2.0,1225000.0,2573,13,1,35,54
1743,67.0,15.0,1,225,18,1,1,1,127,7,1,463,5.0,2.0,2900000.0,647,13,1,15,49
1145,67.0,15.0,1,225,22,1,1,1,380,2,1,1416,4.0,1.0,2890000.0,2332,12,1,35,54
1743,67.0,15.0,1,225,22,1,1,1,429,7,1,1774,5.0,2.0,1050000.0,3161,5,1,35,39
1720,67.0,15.0,1,225,14,1,1,1,545,6,1,2442,7.0,2.0,14000000.0,4642,13,1,37,54
259,67.0,15.0,1,225,22,1,1,1,411,2,1,1084,7.0,1.0,1600000.0,2510,13,1,35,54
376,67.0,15.0,1,225,22,1,0,1,65,2,1,230,5.0,2.0,2299000.0,346,1,1,10,45
1743,67.0,15.0,1,225,22,1,0,1,593,8,1,2679,5.0,2.0,3175000.0,4984,13,1,37,47
1743,67.0,15.0,1,222,22,1,1,1,411,2,1,1635,4.0,2.0,950000.0,2783,13,1,35,40
1743,67.0,15.0,1,222,22,1,1,1,411,2,1,1675,5.0,1.0,3200000.0,2953,7,1,35,54
923,67.0,15.0,1,222,22,1,1,1,426,8,1,1768,4.0,2.0,660000.0,3134,7,1,35,31
1743,67.0,15.0,1,222,14,1,1,1,172,7,1,781,5.0,2.0,2900000.0,1352,1,1,15,43
1065,67.0,15.0,1,222,35,1,1,1,411,7,1,2123,4.0,1.0,7690000.0,3983,1,1,37,54
1743,67.0,15.0,1,222,35,1,1,1,108,6,1,367,5.0,2.0,6500000.0,1553,1,1,15,52
1540,67.0,15.0,1,222,18,1,1,1,426,2,1,1765,5.0,3.0,475000.0,3127,13,1,35,30
1137,67.0,15.0,1,222,22,1,1,1,436,2,1,1841,4.0,3.0,620000.0,3301,11,1,35,38
1483,67.0,15.0,1,222,14,1,1,1,152,7,1,662,5.0,2.0,5600000.0,1149,13,1,15,51
1148,67.0,15.0,1,222,22,1,1,1,411,8,1,11,4.0,2.0,1225000.0,10,13,1,35,54
1743,67.0,15.0,1,222,43,1,1,1,522,7,1,2329,5.0,3.0,3750000.0,4428,12,1,37,50
175,67.0,15.0,1,222,22,1,1,1,93,6,1,320,7.0,2.0,1900000.0,471,12,1,11,48
101,67.0,15.0,1,222,22,1,1,1,511,7,1,2235,5.0,1.0,4050000.0,4172,12,1,37,49
1743,67.0,15.0,1,222,22,1,1,1,642,7,1,814,5.0,2.0,3700000.0,1422,1,1,15,48
1373,67.0,15.0,1,222,22,1,0,1,373,7,1,47,4.0,2.0,4050000.0,50,2,1,3,37
1743,67.0,15.0,1,222,22,1,1,1,511,7,1,2252,5.0,1.0,6000000.0,4226,13,1,37,55
1743,67.0,15.0,1,222,18,1,0,1,301,7,1,1160,5.0,3.0,700000.0,1886,13,1,27,25
1171,67.0,15.0,1,222,14,1,0,1,205,2,1,897,5.0,1.0,4565000.0,1515,6,1,15,47
1718,67.0,15.0,1,222,22,1,0,1,419,8,1,1725,4.0,1.0,425000.0,3046,0,1,35,20
1743,67.0,15.0,1,222,22,1,1,1,511,7,1,2249,5.0,2.0,5600000.0,4213,7,1,37,54
155,67.0,15.0,1,222,22,1,1,1,532,7,1,2388,5.0,3.0,2475000.0,4553,13,1,37,45
315,67.0,15.0,1,222,22,1,1,1,439,2,1,1941,5.0,1.0,1270000.0,3647,0,1,35,51
475,67.0,15.0,1,222,43,1,1,1,522,7,1,2329,5.0,3.0,3775000.0,4420,12,1,37,50
1743,67.0,15.0,1,223,22,1,1,1,411,4,1,1670,4.0,2.0,2375000.0,2932,13,1,35,50
1406,67.0,15.0,1,223,22,1,1,1,144,8,1,601,4.0,4.0,775000.0,2761,1,1,35,29
936,67.0,15.0,1,223,22,1,0,1,563,2,1,2535,5.0,1.0,2499999.0,4772,13,1,37,46
368,67.0,15.0,1,223,14,1,0,1,18,6,1,38,5.0,2.0,22500000.0,40,7,1,1,54
481,67.0,15.0,1,223,22,1,1,1,411,7,1,9,5.0,1.0,1750000.0,8,13,1,15,54
1269,67.0,15.0,1,223,14,1,0,1,559,2,1,2524,5.0,2.0,2750000.0,4754,1,1,37,49
1468,67.0,15.0,1,223,22,1,1,1,155,7,1,681,5.0,2.0,1900000.0,1180,12,1,15,39
1191,67.0,15.0,1,223,46,1,0,1,320,2,1,1237,4.0,2.0,4265000.0,1980,1,1,28,54
334,67.0,15.0,1,223,35,1,1,1,127,2,1,470,5.0,1.0,5250000.0,675,12,1,15,55
640,67.0,15.0,1,223,22,1,1,1,542,4,1,2428,5.0,1.0,13000000.0,4623,13,1,37,54
289,67.0,15.0,1,223,43,1,1,1,170,6,1,744,5.0,2.0,2850000.0,1279,13,1,15,46
1743,67.0,15.0,1,223,22,1,1,1,137,7,1,532,5.0,1.0,2250000.0,814,12,1,15,44
1743,67.0,15.0,1,223,14,1,1,1,532,7,1,2382,5.0,2.0,2275000.0,4539,13,1,37,43
1743,67.0,15.0,1,223,22,1,1,1,522,4,1,2298,5.0,2.0,2490000.0,4302,12,1,37,43
371,67.0,15.0,1,223,22,1,1,1,411,6,1,125,7.0,2.0,5300000.0,454,1,3,8,54
475,67.0,15.0,1,223,22,1,1,1,522,8,1,2317,5.0,1.0,3700000.0,4377,12,1,37,48
1743,67.0,15.0,1,223,22,1,1,1,511,7,1,2224,4.0,1.0,2800000.0,4149,6,1,37,43
1078,67.0,15.0,1,223,22,1,1,1,522,7,1,2294,5.0,2.0,1899000.0,4291,1,1,37,42
1743,67.0,15.0,1,223,22,1,1,1,127,8,0,462,5.0,3.0,3080000.0,645,12,1,15,48
1625,67.0,15.0,1,223,43,1,1,1,550,5,1,2467,5.0,2.0,9200000.0,4673,13,1,37,50
1743,67.0,15.0,1,223,22,1,1,1,241,4,1,1008,5.0,2.0,3250000.0,1676,7,1,15,50
1170,67.0,15.0,1,223,22,1,0,1,411,2,1,323,5.0,5.0,1600000.0,474,13,1,11,54
1690,67.0,15.0,1,223,22,1,1,1,436,8,1,1862,5.0,3.0,895000.0,3380,13,1,35,47
1553,67.0,15.0,1,229,22,1,1,1,137,7,1,562,5.0,2.0,3750000.0,941,13,1,15,53
1382,67.0,15.0,1,229,22,1,1,1,294,6,1,1135,5.0,2.0,7650000.0,1841,1,1,24,56
1706,67.0,15.0,1,229,46,1,0,1,555,6,1,2503,7.0,1.0,27700000.0,4715,13,1,37,52
145,67.0,15.0,1,229,35,1,1,1,278,7,1,1095,6.0,1.0,5050000.0,1860,1,1,24,54
1743,67.0,15.0,1,229,22,1,1,1,440,4,1,1874,4.0,1.0,1285000.0,3680,13,1,35,51
789,67.0,15.0,1,229,22,1,1,1,148,9,1,628,5.0,2.0,1495000.0,1055,1,1,15,36
76,67.0,15.0,1,229,22,1,1,1,600,7,1,2719,5.0,1.0,4600000.0,5064,13,1,37,54
270,67.0,15.0,1,229,22,1,1,1,411,4,1,1640,4.0,4.0,1125000.0,2811,7,1,35,41
1123,67.0,15.0,1,229,22,1,0,1,411,2,1,325,5.0,2.0,1700000.0,479,12,1,11,54
1344,67.0,15.0,1,229,10,1,1,1,411,7,1,1157,4.0,2.0,2200000.0,1787,12,1,27,54
663,67.0,15.0,1,229,22,1,0,1,498,2,1,2142,5.0,1.0,4500000.0,4023,13,1,37,45
1167,67.0,15.0,1,229,29,1,1,1,414,2,1,1682,5.0,1.0,975000.0,2966,13,1,35,41
369,67.0,15.0,1,229,14,1,0,1,18,6,1,38,5.0,2.0,22000000.0,41,13,1,1,54
1396,67.0,15.0,1,229,22,1,1,1,229,2,1,973,4.0,1.0,1450000.0,1624,1,1,16,39
1743,67.0,15.0,1,229,22,1,1,1,229,4,1,975,5.0,2.0,1050000.0,1635,12,1,16,40
1472,67.0,15.0,1,229,35,1,0,1,200,7,1,880,5.0,2.0,3175000.0,1487,4,1,15,53
706,67.0,15.0,1,229,22,1,1,1,301,7,1,1165,5.0,3.0,1070000.0,1893,12,1,27,38
1145,67.0,15.0,1,229,22,1,1,1,383,8,1,1444,5.0,2.0,2890000.0,2396,7,1,35,55
1743,67.0,15.0,1,229,22,1,0,1,411,7,1,13,5.0,2.0,2975000.0,12,2,1,37,54
1743,67.0,15.0,1,229,22,1,0,1,411,2,1,2836,5.0,2.0,2975000.0,4908,2,1,37,54
259,67.0,15.0,1,229,22,1,1,1,439,8,1,1898,4.0,1.0,680000.0,3476,12,1,35,38
1743,67.0,15.0,1,229,43,1,0,1,172,4,1,778,4.0,2.0,175000.0,1334,12,1,15,40
1551,67.0,15.0,1,229,22,1,1,1,137,7,1,540,5.0,1.0,3025000.0,841,3,1,15,47
1743,67.0,15.0,1,221,22,1,1,1,137,2,1,562,5.0,1.0,3850000.0,944,13,1,15,53
1743,67.0,15.0,1,221,22,1,1,1,117,7,1,407,7.0,2.0,4850000.0,567,7,1,15,53
1568,67.0,15.0,1,221,14,1,0,1,636,7,1,1132,5.0,1.0,31500000.0,1839,13,1,26,51
583,67.0,15.0,1,221,18,1,0,1,411,7,1,315,5.0,3.0,3400000.0,466,13,1,37,54
1743,67.0,15.0,1,221,22,1,0,1,191,2,1,851,4.0,2.0,2125000.0,1455,13,1,15,45
292,67.0,15.0,1,221,22,1,1,1,439,2,1,1926,5.0,4.0,885000.0,3570,13,1,35,47
145,67.0,15.0,1,221,22,1,1,1,392,7,1,1484,5.0,1.0,755000.0,2456,13,1,35,38
1743,67.0,15.0,1,221,14,1,1,1,399,7,1,1545,4.0,1.0,2650000.0,2560,1,1,35,51
933,67.0,15.0,1,221,35,1,1,1,411,2,1,1630,4.0,2.0,875000.0,2751,13,1,35,39
251,67.0,15.0,1,221,22,1,0,1,564,7,1,2542,4.0,2.0,1650000.0,4782,12,1,37,36
267,67.0,15.0,1,221,22,1,0,1,404,2,1,1565,5.0,2.0,810000.0,2585,1,1,35,40
1485,67.0,15.0,1,221,22,1,1,1,148,7,1,636,5.0,2.0,1425000.0,1084,13,1,15,39
790,67.0,15.0,1,221,14,1,0,1,205,6,1,897,5.0,2.0,4900000.0,1516,13,1,15,47
571,67.0,15.0,1,221,22,1,0,1,450,4,1,1996,4.0,3.0,2310000.0,3738,12,1,35,47
177,67.0,15.0,1,221,22,1,1,1,617,8,1,2761,5.0,2.0,795000.0,5095,13,1,38,52
1743,67.0,15.0,1,221,22,1,1,1,152,7,1,660,5.0,2.0,4700000.0,1139,13,1,15,50
1738,67.0,15.0,1,221,22,1,1,1,457,4,1,2045,4.0,3.0,2425000.0,3877,13,1,35,52
693,67.0,15.0,1,221,22,1,0,1,200,8,1,876,4.0,3.0,2530000.0,1484,4,1,15,49
1348,67.0,15.0,1,221,22,1,1,1,411,2,1,1673,4.0,3.0,2650000.0,2946,1,1,35,52
1036,67.0,15.0,1,221,22,1,0,1,450,2,1,1991,5.0,2.0,1700000.0,3727,13,1,35,44
1271,67.0,15.0,1,221,22,1,1,1,127,7,1,455,5.0,5.0,2550000.0,628,2,1,15,42
297,67.0,15.0,1,221,22,1,0,1,598,10,1,2704,7.0,2.0,5500000.0,5036,13,1,37,48
1743,67.0,15.0,1,221,14,1,1,1,432,7,1,1797,5.0,2.0,1100000.0,3192,6,1,35,27
1743,67.0,15.0,1,228,35,1,1,1,544,6,1,2435,5.0,1.0,14600000.0,4634,13,1,37,54
1751,67.0,15.0,1,228,22,1,1,1,411,2,1,1649,5.0,3.0,1045000.0,2818,13,1,35,42
1186,67.0,15.0,1,228,22,1,1,1,380,2,1,1378,5.0,2.0,720000.0,2172,13,1,35,39
643,67.0,15.0,1,228,22,1,0,1,457,8,1,2031,5.0,1.0,2595000.0,3798,3,1,35,48
864,67.0,15.0,1,228,22,1,1,1,445,6,1,1963,5.0,1.0,1760000.0,3692,11,1,35,24
1397,67.0,15.0,1,228,22,1,1,1,148,7,1,622,4.0,3.0,1150000.0,1035,5,1,15,33
1322,67.0,15.0,1,228,22,1,1,1,229,4,1,972,5.0,1.0,935000.0,1626,7,1,16,39
1461,67.0,15.0,1,228,22,1,0,1,600,2,1,2724,5.0,2.0,4950000.0,5049,13,1,37,54
267,67.0,15.0,1,228,18,1,0,1,411,4,1,1773,4.0,2.0,1299999.0,3183,13,1,35,54
267,67.0,15.0,1,228,14,1,0,1,576,7,1,2604,5.0,2.0,2685000.0,4863,13,1,37,40
1416,67.0,15.0,1,228,22,1,0,1,70,2,1,265,4.0,1.0,2350000.0,399,10,1,10,46
1743,67.0,15.0,1,228,43,1,0,1,373,7,1,45,5.0,2.0,9000000.0,48,2,1,3,46
756,67.0,15.0,1,228,35,1,1,1,481,6,1,371,5.0,1.0,9750000.0,516,13,1,14,57
93,67.0,15.0,1,228,22,1,0,1,411,2,1,365,5.0,3.0,3350000.0,1428,5,1,15,54
315,67.0,15.0,1,228,22,1,0,1,172,7,1,801,4.0,1.0,5200000.0,1398,12,1,15,51
240,67.0,15.0,1,228,18,1,1,1,0,6,1,2429,7.0,2.0,11600000.0,4624,13,1,37,50
744,67.0,15.0,1,228,22,1,0,1,411,2,1,366,5.0,2.0,3390000.0,1429,5,1,15,54
1688,67.0,15.0,1,228,22,1,1,1,411,7,1,607,4.0,2.0,1400000.0,1068,1,1,15,54
996,67.0,15.0,1,228,22,1,0,1,411,6,1,2638,5.0,2.0,4000000.0,4906,6,1,37,54
537,67.0,15.0,1,228,22,1,0,1,625,7,1,2775,4.0,2.0,2000000.0,5109,1,1,39,12
1743,67.0,15.0,1,228,18,1,1,1,411,2,1,16,5.0,2.0,3250000.0,15,12,1,21,54
1743,67.0,15.0,1,244,22,1,0,1,69,4,1,259,4.0,1.0,3350000.0,170,1,1,10,52
256,67.0,15.0,1,244,35,1,1,1,170,7,1,734,5.0,2.0,1750000.0,1266,1,1,15,37
1743,67.0,15.0,1,230,35,1,1,1,127,7,1,469,5.0,2.0,4685000.0,666,12,1,15,54
1104,67.0,15.0,1,230,22,1,1,1,275,6,1,1087,5.0,2.0,6800000.0,1850,13,1,24,54
259,67.0,15.0,1,230,22,1,0,1,436,8,1,1840,5.0,5.0,470000.0,3291,13,1,35,38
79,67.0,15.0,1,230,22,1,1,1,127,7,1,469,4.0,2.0,4800000.0,665,13,1,15,54
1743,67.0,15.0,1,230,14,1,1,1,411,7,1,718,5.0,2.0,5300000.0,1240,13,1,15,54
409,67.0,15.0,1,230,14,1,0,1,411,7,1,36,5.0,2.0,11000000.0,38,13,1,1,54
1743,67.0,15.0,1,230,22,1,0,1,308,6,1,1196,4.0,1.0,2350000.0,1931,1,1,27,45
1743,67.0,15.0,1,230,22,1,1,1,617,8,1,2760,5.0,2.0,985000.0,5092,7,1,38,52
1743,67.0,15.0,1,230,22,1,0,1,411,4,1,1138,5.0,2.0,2650000.0,1864,7,1,27,54
329,67.0,15.0,1,289,22,1,1,1,260,6,1,1057,5.0,1.0,7500000.0,1760,1,1,21,54
1743,67.0,15.0,1,209,22,1,0,1,65,2,1,229,4.0,2.0,2050000.0,351,12,1,10,45
1786,67.0,15.0,1,488,22,1,0,1,411,6,1,1303,5.0,2.0,3500000.0,2067,13,1,28,54
1686,67.0,15.0,1,289,22,1,0,1,341,7,1,1291,5.0,2.0,900000.0,2053,11,1,28,26
967,67.0,15.0,1,209,22,1,1,1,172,7,1,778,4.0,4.0,2200000.0,1335,2,1,15,40
1743,67.0,15.0,1,289,22,1,1,1,497,9,1,2133,5.0,2.0,5485000.0,4002,13,1,37,52
1589,67.0,15.0,1,289,14,1,0,1,333,2,1,1271,5.0,2.0,3450000.0,2021,8,1,28,49
911,67.0,15.0,1,289,14,1,0,1,411,2,1,1270,5.0,2.0,3450000.0,2020,8,1,28,54
362,67.0,15.0,1,289,22,1,0,1,272,6,1,1081,5.0,1.0,11200000.0,1792,13,1,23,45
206,67.0,15.0,1,289,22,1,0,1,308,6,1,1195,4.0,3.0,1250000.0,1928,6,1,27,41
1743,67.0,15.0,1,209,22,1,1,1,411,8,1,1623,5.0,3.0,850000.0,2711,12,1,35,37
239,67.0,15.0,1,289,22,1,0,1,566,6,1,2557,7.0,2.0,1666666.0,4798,1,1,37,44
1151,67.0,15.0,1,289,18,1,1,1,411,2,1,1669,5.0,1.0,2400000.0,2933,7,1,35,50
1743,67.0,15.0,1,289,22,1,0,1,576,4,1,2605,7.0,1.0,2000000.0,4864,13,1,37,45
1266,67.0,15.0,1,504,22,1,1,1,137,0,1,557,5.0,1.0,3450000.0,912,13,1,15,51
300,67.0,15.0,1,504,22,1,0,1,94,7,1,332,6.0,1.0,750000.0,486,12,1,11,49
1195,67.0,15.0,1,504,22,1,0,1,559,2,1,2524,5.0,2.0,3299000.0,4753,11,1,37,49
1743,67.0,15.0,1,504,18,1,0,1,411,2,1,92,5.0,2.0,550000.0,105,13,1,10,54
1010,67.0,15.0,1,504,22,1,0,1,260,4,1,1066,5.0,1.0,7400000.0,1765,1,1,21,56
1743,67.0,15.0,1,504,22,1,1,1,125,7,1,441,5.0,1.0,1280000.0,608,12,1,15,36
119,67.0,15.0,1,504,22,1,1,1,511,7,1,2243,5.0,1.0,5000000.0,4192,13,1,37,52
645,67.0,15.0,1,504,22,1,1,1,152,4,1,660,5.0,2.0,5000000.0,1132,9,1,15,50
803,67.0,15.0,1,504,22,1,1,1,171,7,1,752,5.0,3.0,1770000.0,1295,1,1,15,36
315,67.0,15.0,1,215,35,1,1,1,511,9,1,2239,5.0,3.0,4560000.0,4186,9,1,37,51
536,67.0,15.0,1,215,14,1,1,1,411,0,1,1119,4.0,1.0,15000000.0,1823,1,1,26,54
1297,67.0,15.0,1,215,35,1,1,1,600,4,1,2718,5.0,1.0,4350000.0,5044,13,1,37,53
1743,67.0,15.0,1,215,22,1,1,1,152,7,1,659,5.0,1.0,4725000.0,1129,13,1,15,49
615,67.0,15.0,1,215,35,1,1,1,644,7,1,643,5.0,1.0,4990000.0,1097,9,1,15,50
39,67.0,15.0,1,215,14,1,1,1,600,7,1,2719,5.0,1.0,3900000.0,5058,12,1,37,54
1743,67.0,15.0,1,215,14,1,0,1,498,2,1,2150,5.0,2.0,4000000.0,4043,13,1,37,48
1743,67.0,15.0,1,215,14,1,0,1,249,6,1,1021,5.0,2.0,4850000.0,1694,9,1,20,29
